,sample_name,tax_id,tax_level,genus_tax_id,name,common_name,category,agg_score,max_z_score,nt_z_score,nt_rpm,nt_count,nt_contigs,nt_contig_r,nt_percent_identity,nt_alignment_length,nt_e_value,nt_bg_mean,nt_bg_stdev,nt_bg_mean_mass_normalized,nt_bg_stdev_mass_normalized,nr_z_score,nr_rpm,nr_count,nr_contigs,nr_contig_r,nr_percent_identity,nr_alignment_length,nr_e_value,nr_bg_mean,nr_bg_stdev,nr_bg_mean_mass_normalized,nr_bg_stdev_mass_normalized,species_tax_ids,expected_bg_count,p_val,p_adj,Barcode
34603,EARLI_50635_PLaD1_C21_OPS046_S323,37928,1,1663,Arthrobacter crystallopoietes,,bacteria,0.77849565,33.71166094,33.71166094,0.086324074,4,NA,NA,99.475,146,86.6094,0.000259215,0.00255297,NA,NA,-0.045943266,0.107905093,5,NA,NA,98.62,46.6,307.653,0.126497,0.404671,NA,NA,NA,0.029147708,1.52e-07,8.23e-07,50635
34604,EARLI_50635_PLaD1_C21_OPS046_S323,43770,1,1716,Corynebacterium striatum,,bacteria,-0.021877989,-0.148311277,-0.296857527,0.258972222,12,NA,NA,92.5412,124.583,50.4462,5.89787,18.9953,NA,NA,-0.148311277,0.043162037,2,NA,NA,100,30,307.653,0.221493,1.20241,NA,NA,NA,0,0,0,50635
34610,EARLI_50635_PLaD1_C21_OPS046_S323,158836,1,547,Enterobacter hormaechei,,bacteria,-0.002636099,-0.135437281,-0.135437281,0.043162037,2,NA,NA,99.225,258,128.366,0.446027,2.97455,NA,NA,-0.184091442,0.043162037,2,NA,NA,98.824,85,54.5935,0.209443,0.903252,NA,NA,NA,0,0,0,50635
34615,EARLI_50635_PLaD1_C21_OPS046_S323,1747,1,1912216,Cutibacterium acnes,,bacteria,0.329654362,0.263906319,-0.079530613,16.94109953,785,3,12,99.5929,137.171,75.7302,29.2759,155.095,NA,NA,0.263906319,13.16442129,610,5,26,96.5474,48.1902,238.812,5.63747,28.5213,NA,NA,NA,80.66046729,0.002213111,0.007431032,50635
34616,EARLI_50635_PLaD1_C21_OPS046_S323,539,1,538,Eikenella corrodens,,bacteria,0.383718723,2.983826712,2.983826712,0.043162037,2,NA,NA,98.6,146,84.8861,0.00142039,0.0139893,NA,NA,-0.112231832,0.021581019,1,NA,NA,100,48,307.653,0.0511201,0.263197,NA,NA,NA,0.02915103,5.76e-05,0.0002579,50635
34617,EARLI_50635_PLaD1_C21_OPS046_S323,51240,1,16718,Juglans regia,English walnut,eukaryota,0.241268613,2.519729345,2.519729345,0.172648148,8,NA,NA,98.275,83.25,43.1207,0.00961662,0.064702,NA,NA,0.340436014,0.021581019,1,NA,NA,63.8,47,307.653,0.00768408,0.040821,NA,NA,NA,0,0,0,50635
34618,EARLI_50635_PLaD1_C21_OPS046_S323,37682,1,4480,Aegilops tauschii,,eukaryota,0.136291257,0.32613936,0.156375802,1.165375,54,NA,NA,95.5128,102.648,49.0795,0.707086,2.93069,NA,NA,0.32613936,1.01430787,47,NA,NA,83.2237,46.8936,260.158,0.356762,2.01615,NA,NA,NA,1.638759794,1.23e-07,6.68e-07,50635
34620,EARLI_50635_PLaD1_C21_OPS046_S323,4952,1,4951,Yarrowia lipolytica,,eukaryota,0.01624703,0.605585041,0.102630231,0.043162037,2,NA,NA,100,146,87.6383,0.0313533,0.115061,NA,NA,0.605585041,0.043162037,2,NA,NA,98.95,48,307.653,0.012416,0.0507708,NA,NA,NA,0.026928393,4.6e-05,0.000208337,50635
34621,EARLI_50635_PLaD1_C21_OPS046_S323,3880,1,3877,Medicago truncatula,barrel medic,eukaryota,0.012601989,0.550052817,-0.070429842,0.086324074,4,NA,NA,97.875,70.5,34.1162,0.184573,1.39499,NA,NA,0.550052817,0.043162037,2,NA,NA,100,16.5,307.653,0.0117939,0.0570275,NA,NA,NA,0.016229543,9.14e-09,5.17e-08,50635
34622,EARLI_50635_PLaD1_C21_OPS046_S323,2718,1,2717,Cardiobacterium hominis,,bacteria,0.007280594,0.391553873,0.391553873,0.086324074,4,NA,NA,98.425,176.25,92.1609,0.0308358,0.141713,NA,NA,-0.19902436,0.043162037,2,NA,NA,96.15,42,307.653,0.356096,1.57234,NA,NA,NA,0,0,0,50635
34623,EARLI_50635_PLaD1_C21_OPS046_S323,51173,1,160795,Ureibacillus thermosphaericus,,bacteria,0.001709967,0.240914291,-0.09409813,0.086324074,4,NA,NA,98.15,82.5,42.2876,0.427299,3.62361,NA,NA,0.240914291,0.043162037,2,NA,NA,100,38,307.653,0.0201984,0.0953187,NA,NA,NA,0,0,0,50635
34627,EARLI_50635_PLaD1_C21_OPS046_S323,330214,1,1234,Nitrospira defluvii,,bacteria,-0.001549212,-0.004055165,-0.099991652,0.043162037,2,NA,NA,96.25,146,80.0837,0.0615733,0.184128,NA,NA,-0.004055165,0.021581019,1,NA,NA,100,48,307.653,0.0219188,0.0832966,NA,NA,NA,0,0,0,50635
34635,EARLI_50635_PLaD1_C21_OPS046_S323,729,1,724,Haemophilus parainfluenzae,,bacteria,-0.011938559,-0.254250866,-0.254250866,0.086324074,4,NA,NA,93.575,101.25,47.5284,2.06031,7.76393,NA,NA,-0.317279894,0.043162037,2,NA,NA,97.9,48,307.653,0.268235,0.709383,NA,NA,NA,0.185036784,0.000453282,0.00177301,50635
34636,EARLI_50635_PLaD1_C21_OPS046_S323,279828,1,337004,Microcella alkaliphila,,bacteria,-0.003057996,-0.148883821,-0.148883821,0.086324074,4,NA,NA,91.925,123,58.2104,0.538316,3.03587,NA,NA,-0.161613901,0.043162037,2,NA,NA,93.3,45,307.653,0.252368,1.29448,NA,NA,NA,0.100256693,3.98e-05,0.000182034,50635
34637,EARLI_50635_PLaD1_C21_OPS046_S323,47770,1,1578,Lactobacillus crispatus,,bacteria,-0.043386328,-0.228177983,-0.228177983,0.129486111,6,NA,NA,98.3,140.667,72.2848,12.1711,52.7729,NA,NA,-0.317806773,0.280553241,13,NA,NA,99.3154,43.3077,267.513,11.4957,35.2892,NA,NA,NA,0.029491334,4.67e-10,2.72e-09,50635
34639,EARLI_50635_PLaD1_C21_OPS046_S323,2047,1,32207,Rothia dentocariosa,,bacteria,-0.015679765,-0.182121328,-0.204724943,0.258972222,12,NA,NA,99.1583,91.8333,49.4313,3.60774,16.3574,NA,NA,-0.182121328,0.129486111,6,NA,NA,99.3,34.6667,307.653,0.469401,1.86642,NA,NA,NA,0.15789257,2.41e-09,1.38e-08,50635
34640,EARLI_50635_PLaD1_C21_OPS046_S323,29898,1,5533,Rhodotorula graminis,,eukaryota,-0.005135253,-0.135052232,-0.189852128,0.043162037,2,NA,NA,94.3,106,52.0969,0.0892887,0.242961,NA,NA,-0.135052232,0.086324074,4,NA,NA,67.65,27,153.603,0.887801,5.93457,NA,NA,NA,0.037374446,0.00011642,0.000500006,50635
34648,EARLI_50635_PLaD1_C21_OPS046_S323,1750,1,1912217,Pseudopropionibacterium propionicum,,bacteria,-0.016421517,-0.238912269,-0.322941109,0.086324074,4,NA,NA,98.052,188.5,94.6879,0.669982,1.80732,NA,NA,-0.238912269,0.129486111,6,NA,NA,93.8177,57.3333,219.175,0.488846,1.50415,NA,NA,NA,0.27747808,0.001880276,0.006452156,50635
34653,EARLI_50635_PLaD1_C21_OPS046_S323,1458426,1,2490452,Serpentinomonas mccroryi,,bacteria,-4.411286286,-0.256135376,-0.297987176,0.129486111,6,NA,NA,92.7667,84.5,37.4619,1.34317,4.07294,NA,NA,-0.256135376,0.021581019,1,NA,NA,100,35,307.653,0.190709,0.660307,NA,NA,NA,0.274246641,0.000208131,0.000861823,50635
34657,EARLI_50640_PLaD1_O20_OPS046_S319,2290923,1,1654931,Crenobacter cavernae,,bacteria,696.234044,100,100,0.06956536,4,1,4,80.247,243,40.3883,NA,NA,NA,NA,100,0.01739134,1,NA,NA,87.5,48,307.653,NA,NA,NA,NA,NA,0.10766226,5.36e-05,0.000240899,50640
34663,EARLI_50640_PLaD1_O20_OPS046_S319,147645,1,265,Paracoccus yeei,,bacteria,-0.025591299,-0.293503536,-0.321477194,0.19130474,11,NA,NA,96.026,110.455,52.935,7.58872,23.0107,NA,NA,-0.293503536,0.05217402,3,NA,NA,99.034,62,119.98,2.1525,7.15605,NA,NA,NA,0.918267483,0.001614712,0.005632064,50640
34667,EARLI_50640_PLaD1_O20_OPS046_S319,5062,1,5052,Aspergillus oryzae,,eukaryota,-0.007025822,-0.038750813,-0.038750813,0.469566181,27,NA,NA,99.7741,59.1111,28.2692,0.545579,1.96158,NA,NA,-0.1942862,0.01739134,1,NA,NA,97.9,48,307.653,0.0801928,0.323242,NA,NA,NA,0.558598935,4.79e-09,2.73e-08,50640
34672,EARLI_50640_PLaD1_O20_OPS046_S319,3847,1,3846,Glycine max,soybean,eukaryota,0.18897524,0.722807095,0.722807095,0.313044121,18,NA,NA,98.2444,85.4444,44.1936,0.0709594,0.334923,NA,NA,0.26303018,0.05217402,3,NA,NA,94.5333,30.6667,307.653,0.025225,0.102456,NA,NA,NA,0.298508107,2.12e-09,1.22e-08,50640
34677,EARLI_50640_PLaD1_O20_OPS046_S319,356837,1,12960,Azoarcus sp. DN11,,bacteria,3.385376977,100,100,0.0869567,5,NA,NA,90.84,79.8,32.6352,NA,NA,NA,NA,100,0.01739134,1,NA,NA,95,40,307.653,NA,NA,NA,NA,NA,0.292091812,0.000780356,0.002915775,50640
34679,EARLI_50640_PLaD1_O20_OPS046_S319,1656,1,1654,Actinomyces viscosus,,bacteria,0.085232808,1.245976011,1.245976011,0.22608742,13,NA,NA,94.4272,139.308,57.5873,0.0411011,0.148467,NA,NA,-0.137160885,0.03478268,2,NA,NA,89.231,65,37.2418,0.130689,0.699225,NA,NA,NA,0.244035069,4.56e-08,2.53e-07,50640
34682,EARLI_50640_PLaD1_O20_OPS046_S319,2502781,1,89966,Hymenobacter sp. 17J68-5,,bacteria,2.071585773,100,100,0.01739134,1,NA,NA,91.1,146,69.7959,NA,NA,NA,NA,100,0.03478268,2,NA,NA,93.75,48,307.653,NA,NA,NA,NA,NA,0.03588742,0.001778818,0.00613654,50640
34689,EARLI_50640_PLaD1_O20_OPS046_S319,1842537,1,47420,Hydrogenophaga sp. RAC07,,bacteria,-0.004898839,-0.314432361,-0.314432361,0.03478268,2,NA,NA,92.85,139.5,69.4733,4.92996,15.5683,NA,NA,-0.324295372,0.01739134,1,NA,NA,93.8,48,307.653,0.235228,0.671723,NA,NA,NA,0,0,0,50640
34691,EARLI_50640_PLaD1_O20_OPS046_S319,273384,1,1696,Brevibacterium aurantiacum,,bacteria,1.893822546,100,100,0.03478268,2,NA,NA,94.1,85,39.1549,NA,NA,NA,NA,100,0.03478268,2,NA,NA,100,71,45.6326,NA,NA,NA,NA,NA,0.0950909,0.001448655,0.00509949,50640
34693,EARLI_50640_PLaD1_O20_OPS046_S319,421000,1,60136,Sulfitobacter donghicola,,bacteria,1.827053044,100,100,0.06956536,4,NA,NA,99.4565,227,112.696,NA,NA,NA,NA,1.630679312,0.03478268,2,NA,NA,85.714,70,34.983,0.00414988,0.0187853,NA,NA,NA,0,0,0,50640
34694,EARLI_50640_PLaD1_O20_OPS046_S319,1292,1,1279,Staphylococcus warneri,,bacteria,1.700404199,2.600276917,0.297319291,3.008701827,173,NA,NA,99.774,115.41,63.1829,1.40203,5.40386,NA,NA,2.600276917,1.826090704,105,1,6,93.8582,44.419,237.37,0.249457,0.606333,NA,NA,NA,0.302366748,3.67e-73,2.42e-72,50640
34698,EARLI_50640_PLaD1_O20_OPS046_S319,1299,1,1298,Deinococcus radiodurans,,bacteria,-0.011413098,-0.306171444,-0.306171444,0.06956536,4,NA,NA,92.9685,124,45.9944,0.297634,0.744905,NA,NA,-0.347414774,0.03478268,2,NA,NA,98.551,69,45.9172,0.535793,1.44211,NA,NA,NA,0,0,0,50640
34699,EARLI_50640_PLaD1_O20_OPS046_S319,1667,1,1663,Arthrobacter sp.,,bacteria,1.033615346,100,0.285298001,0.03478268,2,NA,NA,85.4,103,37.699,0.0165389,0.0639464,NA,NA,100,0.03478268,2,NA,NA,88.2,34,307.653,NA,NA,NA,NA,NA,0,0,0,50640
34701,EARLI_50640_PLaD1_O20_OPS046_S319,1678028,1,149698,Massilia sp. NR 4-1,,bacteria,-0.005384138,-0.243501994,-0.31075484,0.01739134,1,NA,NA,94.6,56,22.1805,2.7386,8.75677,NA,NA,-0.243501994,0.05217402,3,NA,NA,52.8787,52.6667,105.724,0.463707,1.69006,NA,NA,NA,0,0,0,50640
34706,EARLI_50640_PLaD1_O20_OPS046_S319,536018,1,68287,Mesorhizobium australicum,,bacteria,-0.006008421,-0.298602344,-0.312452936,0.03478268,2,NA,NA,93.65,78,34.3884,2.08987,6.57727,NA,NA,-0.298602344,0.05217402,3,NA,NA,69.5357,56.3333,205.579,0.385892,1.1176,NA,NA,NA,0,0,0,50640
34713,EARLI_50640_PLaD1_O20_OPS046_S319,136857,1,1716,Corynebacterium testudinoris,,bacteria,0.137322169,1.628079601,-0.192729211,0.03478268,2,NA,NA,97.9,146,83.5229,0.462576,2.21966,NA,NA,1.628079601,0.313044121,18,1,14,56.0627,21.3333,33.6981,0.0406778,0.167293,NA,NA,NA,0,0,0,50640
34717,EARLI_50640_PLaD1_O20_OPS046_S319,29898,1,5533,Rhodotorula graminis,,eukaryota,-0.00331901,-0.146667688,-0.224340614,0.03478268,2,NA,NA,90.35,62,22.1338,0.0892887,0.242961,NA,NA,-0.146667688,0.01739134,1,NA,NA,79.2,48,307.653,0.887801,5.93457,NA,NA,NA,0.048134863,0.000235503,0.000967426,50640
34718,EARLI_50640_PLaD1_O20_OPS046_S319,157687,1,32067,Leptotrichia wadei,,bacteria,0.241089221,10.4190648,10.4190648,0.06956536,4,NA,NA,100,101.5,57.2609,0.000671378,0.0066123,NA,NA,-0.084045312,0.06956536,4,NA,NA,100,33,307.653,0.10954,0.475632,NA,NA,NA,0.037543857,4.98e-07,2.65e-06,50640
34719,EARLI_50640_PLaD1_O20_OPS046_S319,495,1,482,Neisseria elongata,,bacteria,-0.002967787,-0.142172052,-0.142172052,0.03478268,2,NA,NA,98.6,145.5,84.5458,2.41207,16.7212,NA,NA,-0.248232955,0.01739134,1,NA,NA,100,48,307.653,0.225875,0.839871,NA,NA,NA,0.056315785,0.000362091,0.001441206,50640
34724,EARLI_50640_PLaD1_O20_OPS046_S319,10376,1,10375,Human gammaherpesvirus 4,Epstein-Barr virus,viruses,0.022099596,0.412945729,0.412945729,0.10434804,6,NA,NA,100,104,59.0031,0.0226905,0.197744,NA,NA,0.250342592,0.06956536,4,NA,NA,100,42.5,307.653,0.0215489,0.191803,NA,NA,NA,0,0,0,50640
34725,EARLI_50640_PLaD1_O20_OPS046_S319,28612,1,28609,Rhagoletis zephyria,snowberry fruit fly,eukaryota,0.021105231,0.491623202,0.491623202,0.0869567,5,NA,NA,93.74,104.8,52.1219,0.0304043,0.115032,NA,NA,0.050405424,0.03478268,2,NA,NA,98.95,47,307.653,0.0289604,0.115509,NA,NA,NA,0.181006796,0.000105991,0.000458666,50640
34726,EARLI_50640_PLaD1_O20_OPS046_S319,1689,1,1678,Bifidobacterium dentium,,bacteria,0.007153721,0.704259016,-0.074350053,0.03478268,2,NA,NA,98.95,146,85.5768,0.0529719,0.244643,NA,NA,0.704259016,0.03478268,2,NA,NA,97.9,48,307.653,0.00453222,0.0429536,NA,NA,NA,0.100788916,0.001680457,0.00582494,50640
34733,EARLI_50640_PLaD1_O20_OPS046_S319,5480,1,1535326,Candida parapsilosis,,eukaryota,-0.005632509,-0.172205828,-0.210042025,0.06956536,4,NA,NA,100,145.5,87.2984,1.13585,5.07653,NA,NA,-0.172205828,0.06956536,4,NA,NA,98.3,46.5,307.653,0.817965,4.34596,NA,NA,NA,0.168651964,0.000320066,0.001285942,50640
34735,EARLI_50640_PLaD1_O20_OPS046_S319,47770,1,1578,Lactobacillus crispatus,,bacteria,-0.037670245,-0.22997253,-0.22997253,0.03478268,2,NA,NA,97.5,142.5,80.4447,12.1711,52.7729,NA,NA,-0.317378893,0.295652781,17,NA,NA,99.1353,48.9412,243.369,11.4957,35.2892,NA,NA,NA,0.037982137,0.000121812,0.000521619,50640
34742,EARLI_50640_PLaD1_O20_OPS046_S319,470934,1,53335,Pantoea vagans,,bacteria,-0.005668424,-0.103360692,-0.147877927,0.06956536,4,NA,NA,90.05,82.5,33.3787,0.143053,0.496948,NA,NA,-0.103360692,0.03478268,2,NA,NA,97.4,39,307.653,0.133374,0.953857,NA,NA,NA,0.054000213,2.65e-06,1.35e-05,50640
34744,EARLI_50640_PLaD1_O20_OPS046_S319,1364,1,1357,Lactococcus piscium,,bacteria,-0.004931631,0.034849938,-0.146744177,0.13913072,8,NA,NA,97.25,80.25,40.0584,0.488015,2.3775,NA,NA,0.034849938,0.06956536,4,NA,NA,97.8,34,307.653,0.0610005,0.245764,NA,NA,NA,0,0,0,50640
34746,EARLI_50640_PLaD1_O20_OPS046_S319,913,1,911,Nitrobacter winogradskyi,,bacteria,-0.007523921,-0.272593162,-0.306165272,0.03478268,2,NA,NA,94.2,52,19.4685,2.49171,8.02484,NA,NA,-0.272593162,0.05217402,3,NA,NA,94.4333,48,307.653,0.390364,1.24064,NA,NA,NA,0,0,0,50640
34752,EARLI_50640_PLaD1_O20_OPS046_S319,1639,1,1637,Listeria monocytogenes,,bacteria,-0.007402841,-0.200032674,-0.200032674,0.03478268,2,NA,NA,100,84,45.3372,0.167754,0.664748,NA,NA,-0.375830352,0.03478268,2,NA,NA,81.6,38,307.653,2.23498,5.85423,NA,NA,NA,0.003165178,8.48e-08,4.64e-07,50640
34763,EARLI_50642_PLaD1_D21_OPS046_S324,1804,1,1866885,Mycolicibacterium gilvum,,bacteria,-3.220540709,-0.147791051,-0.294055581,0.09951803,5,NA,NA,91.164,142.8,54.0421,1.0907,3.37073,NA,NA,-0.147791051,0.019903606,1,NA,NA,100,48,307.653,0.129201,0.73954,NA,NA,NA,0,0,0,50642
34768,EARLI_50642_PLaD1_D21_OPS046_S324,3415,1,3413,Liriodendron tulipifera,,eukaryota,796.1442416,100,100,0.039807212,2,NA,NA,99.3,146,86.2676,NA,NA,NA,NA,100,0.039807212,2,NA,NA,100,48,307.653,NA,NA,NA,NA,NA,0,0,0,50642
34775,EARLI_50642_PLaD1_D21_OPS046_S324,43768,1,1716,Corynebacterium matruchotii,,bacteria,38.16171323,73.90997581,73.90997581,1.990360604,100,1,4,97.8458,154.59,82.9294,0.00436999,0.0268704,NA,NA,-0.059029851,1.651999301,83,1,4,96.7622,51.012,236.151,2.73587,18.3614,NA,NA,NA,0.143228654,5.95e-66,3.91e-65,50642
34782,EARLI_50642_PLaD1_D21_OPS046_S324,544580,1,1654,Actinomyces oris,,bacteria,-0.074039852,-0.122268843,-0.136557018,0.85585506,43,NA,NA,96.213,146.279,75.5143,2.57209,12.5679,NA,NA,-0.122268843,1.174312756,59,1,4,94.5913,47,221.064,2.66488,12.1909,NA,NA,NA,0.058418327,5.24e-44,3.4e-43,50642
34788,EARLI_50642_PLaD1_D21_OPS046_S324,539,1,538,Eikenella corrodens,,bacteria,8.496665433,8.435107278,8.435107278,0.119421636,6,NA,NA,92.3833,130.5,63.3448,0.00142039,0.0139893,NA,NA,-0.042982587,0.039807212,2,NA,NA,100,32.5,307.653,0.0511201,0.263197,NA,NA,NA,0.053352653,2.19e-08,1.23e-07,50642
34789,EARLI_50642_PLaD1_D21_OPS046_S324,266,1,265,Paracoccus denitrificans,,bacteria,-0.010649742,-0.289206592,-0.324419689,0.079614424,4,NA,NA,92.55,108,51.0847,5.26024,15.9689,NA,NA,-0.289206592,0.019903606,1,NA,NA,100,36,307.653,3.24314,11.1451,NA,NA,NA,0,0,0,50642
34794,EARLI_50642_PLaD1_D21_OPS046_S324,2201350,1,20,Phenylobacterium sp. HYN0004,,bacteria,3.682011804,100,100,0.079614424,4,NA,NA,93.175,63.75,25.7318,NA,NA,NA,NA,100,0.039807212,2,NA,NA,85.45,48,307.653,NA,NA,NA,NA,NA,0,0,0,50642
34798,EARLI_50642_PLaD1_D21_OPS046_S324,1744,1,1743,Propionibacterium freudenreichii,,bacteria,-0.006208554,-0.278147037,-0.357224686,0.019903606,1,NA,NA,86.7,98,37.0315,0.282617,0.735429,NA,NA,-0.278147037,0.039807212,2,NA,NA,80.488,41,23.27,2.69002,9.5281,NA,NA,NA,0.039288232,0.002108538,0.007117416,50642
34800,EARLI_50642_PLaD1_D21_OPS046_S324,2591463,1,41275,Brevundimonas sp. M20,,bacteria,3.128542887,100,100,0.079614424,4,NA,NA,93.0935,121.5,42.4752,NA,NA,NA,NA,100,0.019903606,1,NA,NA,95.8,48,307.653,NA,NA,NA,NA,NA,0,0,0,50642
34801,EARLI_50642_PLaD1_D21_OPS046_S324,729,1,724,Haemophilus parainfluenzae,,bacteria,-0.029556983,0.154970608,-0.173079894,0.716529817,36,NA,NA,97.5121,130,68.8444,2.06031,7.76393,NA,NA,0.154970608,0.378168515,19,NA,NA,99.1211,47.7368,280.984,0.268235,0.709383,NA,NA,NA,0.338657102,9.68e-16,5.97e-15,50642
34802,EARLI_50642_PLaD1_D21_OPS046_S324,47671,1,47670,Lautropia mirabilis,,bacteria,3.311646812,43.31352312,43.31352312,0.318457697,16,NA,NA,96.8275,150.625,76.4197,0.000744775,0.00733519,NA,NA,-0.097677131,0.218939666,11,NA,NA,97.6953,55.0909,213.311,0.294103,0.769508,NA,NA,NA,0.234374396,1.03e-09,5.95e-09,50642
34804,EARLI_50642_PLaD1_D21_OPS046_S324,1017,1,1016,Capnocytophaga gingivalis,,bacteria,0.890003672,12.19652276,12.19652276,0.278650485,14,NA,NA,96.4786,114.5,60.2809,0.00364085,0.0225482,NA,NA,0.316289954,0.139325242,7,NA,NA,99.1,45.4286,307.653,0.0659232,0.232072,NA,NA,NA,0,0,0,50642
34806,EARLI_50642_PLaD1_D21_OPS046_S324,28131,1,838,Prevotella intermedia,,bacteria,-0.007380673,-0.205323058,-0.286737555,0.079614424,4,NA,NA,99.4,67.5,33.4404,4.07427,13.9314,NA,NA,-0.205323058,0.019903606,1,NA,NA,100,28,307.653,1.33462,6.40316,NA,NA,NA,0.290261358,0.002179345,0.007330559,50642
34807,EARLI_50642_PLaD1_D21_OPS046_S324,2718,1,2717,Cardiobacterium hominis,,bacteria,2.89721816,2.872309053,2.872309053,0.437879333,22,NA,NA,96.6334,144.864,75.6424,0.0308358,0.141713,NA,NA,-0.049254942,0.278650485,14,NA,NA,98.3571,47.5,307.653,0.356096,1.57234,NA,NA,NA,0,0,0,50642
34811,EARLI_50642_PLaD1_D21_OPS046_S324,196162,1,1839,Nocardioides sp. JS614,,bacteria,-0.005953237,0.151312545,-0.290245209,0.09951803,5,NA,NA,89.28,111.6,47.4111,3.62562,12.1487,NA,NA,0.151312545,0.039807212,2,NA,NA,85.4,41,307.653,0.025459,0.094825,NA,NA,NA,0.070700424,1.05e-06,5.48e-06,50642
34812,EARLI_50642_PLaD1_D21_OPS046_S324,1305,1,1301,Streptococcus sanguinis,,bacteria,-0.032816071,-0.114957396,-0.177050682,0.597108181,30,NA,NA,97.7109,145.4,78.7732,5.27654,26.4299,NA,NA,-0.114957396,0.477686545,24,NA,NA,99.0952,48.5833,285.191,0.967812,4.26354,NA,NA,NA,0.196023376,3.18e-18,1.98e-17,50642
34817,EARLI_50642_PLaD1_D21_OPS046_S324,502394,1,1298,Deinococcus gobiensis,,bacteria,-0.006364559,0.020457612,-0.308038426,0.059710818,3,NA,NA,96.8,114.333,62.8439,0.69703,2.06896,NA,NA,0.020457612,0.039807212,2,NA,NA,98.95,47.5,307.653,0.0370886,0.13289,NA,NA,NA,0.112099202,0.000367894,0.001462054,50642
34823,EARLI_50642_PLaD1_D21_OPS046_S324,684552,1,46352,Agrococcus carbonis,,bacteria,-0.0013124,0.008378367,-0.168547866,0.039807212,2,NA,NA,92.35,144.5,71.5179,1.52511,8.81235,NA,NA,0.008378367,0.019903606,1,NA,NA,92.9,28,307.653,0.0190141,0.106167,NA,NA,NA,0.053352653,0.000312444,0.001257827,50642
34826,EARLI_50642_PLaD1_D21_OPS046_S324,651,1,642,Aeromonas media,,bacteria,-0.003872628,-0.225644859,-0.225644859,0.039807212,2,NA,NA,81.6,92.5,16.219,0.558655,2.2994,NA,NA,-0.234251302,0.019903606,1,NA,NA,97.9,48,307.653,0.122248,0.4369,NA,NA,NA,0,0,0,50642
34830,EARLI_50642_PLaD1_D21_OPS046_S324,2047,1,32207,Rothia dentocariosa,,bacteria,-0.026293815,0.015103327,-0.165801272,0.895662272,45,NA,NA,97.5668,143.422,74.3925,3.60774,16.3574,NA,NA,0.015103327,0.497590151,25,NA,NA,94.2912,48.52,206.277,0.469401,1.86642,NA,NA,NA,0.288977354,4.02e-21,2.53e-20,50642
34831,EARLI_50642_PLaD1_D21_OPS046_S324,1306274,1,1177,Nostoc flagelliforme,,bacteria,0.704797125,100,0.113882268,0.019903606,1,NA,NA,84.9,146,57.4437,0.0127025,0.0632329,NA,NA,100,0.019903606,1,NA,NA,69.8,43,307.653,NA,NA,NA,NA,NA,0.021886235,0.000692851,0.002619059,50642
34834,EARLI_50642_PLaD1_D21_OPS046_S324,60552,1,32008,Burkholderia vietnamiensis,,bacteria,-0.01025002,-0.257083694,-0.330718046,0.059710818,3,NA,NA,88,117.667,46.8228,2.55605,7.54824,NA,NA,-0.257083694,0.039807212,2,NA,NA,72.368,76,36.1051,1.1314,4.24606,NA,NA,NA,0,0,0,50642
34840,EARLI_50642_PLaD1_D21_OPS046_S324,204,1,194,Campylobacter showae,,bacteria,-0.002452291,-0.100648068,-0.100648068,0.039807212,2,NA,NA,97.9,146,83.5229,0.256735,2.15531,NA,NA,-0.150498926,0.039807212,2,NA,NA,100,48,307.653,0.506691,3.10224,NA,NA,NA,0.026676327,4.47e-05,0.000203214,50642
34841,EARLI_50642_PLaD1_D21_OPS046_S324,1750,1,1912217,Pseudopropionibacterium propionicum,,bacteria,-0.012094171,-0.113278798,-0.161461991,0.378168515,19,NA,NA,96.1947,132.684,72.1188,0.669982,1.80732,NA,NA,-0.113278798,0.318457697,16,NA,NA,92.8187,49.4375,256.33,0.488846,1.50415,NA,NA,NA,0.50784455,3.04e-07,1.63e-06,50642
34843,EARLI_50642_PLaD1_D21_OPS046_S324,851,1,848,Fusobacterium nucleatum,,bacteria,-0.002301196,-0.177687016,-0.185965998,0.039807212,2,NA,NA,99.3,146,86.2676,7.03622,37.622,NA,NA,-0.177687016,0.019903606,1,NA,NA,100,48,307.653,0.892935,4.91331,NA,NA,NA,0.034776556,9.51e-05,0.000414042,50642
34844,EARLI_50642_PLaD1_D21_OPS046_S324,495,1,482,Neisseria elongata,,bacteria,0.050484494,0.465710552,-0.103781271,0.676722605,34,NA,NA,97.5554,161.765,83.2544,2.41207,16.7212,NA,NA,0.465710552,0.617011787,31,NA,NA,95.0626,55.3226,202.801,0.225875,0.839871,NA,NA,NA,0.08002898,3.82e-31,2.46e-30,50642
34847,EARLI_50642_PLaD1_D21_OPS046_S324,1491,1,1485,Clostridium botulinum,,bacteria,-0.006178178,-0.099106388,-0.099106388,0.218939666,11,1,4,96.5306,199.636,61.613,2.08544,18.8333,NA,NA,-0.135467734,0.059710818,3,NA,NA,96.97,66,40.1752,2.2195,15.9432,NA,NA,NA,0.461109062,4.15e-05,0.000189318,50642
34848,EARLI_50642_PLaD1_D21_OPS046_S324,28612,1,28609,Rhagoletis zephyria,snowberry fruit fly,eukaryota,0.014921149,0.427795084,0.427795084,0.079614424,4,NA,NA,99.3,89,48.0568,0.0304043,0.115032,NA,NA,0.093904476,0.039807212,2,NA,NA,100,34,307.653,0.0289604,0.115509,NA,NA,NA,0.257224315,0.001459509,0.005134707,50642
