gene_name,significant_in_sepsis,overlap_with_icucontrols,significant_in_icucontrols
SH2D6,TRUE,FALSE,FALSE
SH3BGRL,TRUE,FALSE,FALSE
SH3BGRL3,TRUE,FALSE,FALSE
SH3BP5,TRUE,FALSE,FALSE
SH3PXD2A,TRUE,FALSE,FALSE
SH3TC1,TRUE,FALSE,FALSE
SHC3,TRUE,FALSE,FALSE
SHCBP1,TRUE,FALSE,FALSE
SHOC2,TRUE,FALSE,FALSE
SHQ1,TRUE,FALSE,FALSE
SIAH2,TRUE,FALSE,FALSE
SIDT2,TRUE,FALSE,FALSE
SIGIRR,TRUE,FALSE,FALSE
SIGLEC1,TRUE,FALSE,FALSE
SIL1,TRUE,FALSE,FALSE
SIN3B,TRUE,FALSE,FALSE
SIPA1L2,TRUE,FALSE,FALSE
SIRT4,TRUE,FALSE,FALSE
SIRT5,TRUE,FALSE,FALSE
SKAP1,TRUE,FALSE,FALSE
SKIDA1,TRUE,FALSE,FALSE
SKP1,TRUE,FALSE,FALSE
SLA,TRUE,FALSE,FALSE
SLAIN2,TRUE,FALSE,FALSE
SLAMF1,TRUE,FALSE,FALSE
SLC10A5,TRUE,FALSE,FALSE
SLC12A7,TRUE,FALSE,FALSE
SLC13A4,TRUE,FALSE,FALSE
SLC16A11,TRUE,FALSE,FALSE
SLC16A12,TRUE,FALSE,FALSE
SLC16A8,TRUE,FALSE,FALSE
SLC17A5,TRUE,FALSE,FALSE
SLC17A6,TRUE,FALSE,FALSE
SLC18A3,TRUE,FALSE,FALSE
SLC1A1,TRUE,FALSE,FALSE
SLC1A3,TRUE,FALSE,FALSE
SLC22A14,TRUE,FALSE,FALSE
SLC22A5,TRUE,FALSE,FALSE
SLC22A9,TRUE,FALSE,FALSE
SLC25A15,TRUE,FALSE,FALSE
SLC25A17,TRUE,FALSE,FALSE
SLC25A19,TRUE,FALSE,FALSE
SLC25A24,TRUE,FALSE,FALSE
SLC25A26,TRUE,FALSE,FALSE
SLC25A27,TRUE,FALSE,FALSE
SLC25A28,TRUE,FALSE,FALSE
SLC25A4,TRUE,FALSE,FALSE
SLC25A40,TRUE,FALSE,FALSE
SLC25A45,TRUE,FALSE,FALSE
SLC25A51,TRUE,FALSE,FALSE
SLC26A6,TRUE,FALSE,FALSE
SLC27A5,TRUE,FALSE,FALSE
SLC28A3,TRUE,FALSE,FALSE
SLC29A3,TRUE,FALSE,FALSE
SLC2A1,TRUE,FALSE,FALSE
SLC2A3,TRUE,FALSE,FALSE
SLC2A6,TRUE,FALSE,FALSE
SLC2A8,TRUE,FALSE,FALSE
SLC30A6,TRUE,FALSE,FALSE
SLC30A9,TRUE,FALSE,FALSE
SLC35F3,TRUE,FALSE,FALSE
SLC36A1,TRUE,FALSE,FALSE
SLC36A4,TRUE,FALSE,FALSE
SLC37A1,TRUE,FALSE,FALSE
SLC37A2,TRUE,FALSE,FALSE
SLC39A8,TRUE,FALSE,FALSE
SLC39A9,TRUE,FALSE,FALSE
SLC3A1,TRUE,FALSE,FALSE
SLC40A1,TRUE,FALSE,FALSE
SLC41A1,TRUE,FALSE,FALSE
SLC44A1,TRUE,FALSE,FALSE
SLC46A2,TRUE,FALSE,FALSE
SLC49A4,TRUE,FALSE,FALSE
SLC4A3,TRUE,FALSE,FALSE
SLC4A5,TRUE,FALSE,FALSE
SLC4A8,TRUE,FALSE,FALSE
SLC51A,FALSE,FALSE,TRUE
SLC52A1,TRUE,FALSE,FALSE
SLC5A1,TRUE,FALSE,FALSE
SLC5A4,TRUE,FALSE,FALSE
SLC5A5,TRUE,FALSE,FALSE
SLC66A1,TRUE,FALSE,FALSE
SLC66A1L,TRUE,FALSE,FALSE
SLC66A2,TRUE,FALSE,FALSE
SLC66A3,TRUE,FALSE,FALSE
SLC6A1,TRUE,FALSE,FALSE
SLC6A12,TRUE,FALSE,FALSE
SLC7A5,TRUE,FALSE,FALSE
SLC7A7,TRUE,FALSE,FALSE
SLC9A6,TRUE,FALSE,FALSE
SLC9A7,TRUE,FALSE,FALSE
SLCO4A1,TRUE,FALSE,FALSE
SLCO4C1,TRUE,FALSE,FALSE
SLFN5,TRUE,FALSE,FALSE
SLFNL1,TRUE,FALSE,FALSE
SLITRK4,TRUE,FALSE,FALSE
SLK,TRUE,FALSE,FALSE
SLURP1,TRUE,FALSE,FALSE
SMAD2,TRUE,FALSE,FALSE
SMAD3,TRUE,FALSE,FALSE
SMC2,TRUE,FALSE,FALSE
SMC4,TRUE,FALSE,FALSE
SMCP,TRUE,FALSE,FALSE
SMIM11B,TRUE,FALSE,FALSE
SMIM15,TRUE,FALSE,FALSE
SMIM26,TRUE,FALSE,FALSE
SMIM32,TRUE,FALSE,FALSE
SMIM34A,TRUE,FALSE,FALSE
SMIM41,TRUE,FALSE,FALSE
SMPD3,TRUE,FALSE,FALSE
SMPDL3A,TRUE,FALSE,FALSE
SMTNL1,TRUE,FALSE,FALSE
SMU1,TRUE,FALSE,FALSE
SMYD2,TRUE,FALSE,FALSE
SMYD4,TRUE,FALSE,FALSE
SNAP23,TRUE,FALSE,FALSE
SND1,TRUE,FALSE,FALSE
SNED1,TRUE,FALSE,FALSE
SNRNP27,TRUE,FALSE,FALSE
SNRPB2,TRUE,FALSE,FALSE
SNTB1,TRUE,FALSE,FALSE
SNTB2,TRUE,FALSE,FALSE
SNX14,TRUE,FALSE,FALSE
SNX15,TRUE,FALSE,FALSE
SNX29,TRUE,FALSE,FALSE
SNX3,TRUE,FALSE,FALSE
SNX33,TRUE,FALSE,FALSE
SOCS7,TRUE,FALSE,FALSE
SOD1,TRUE,FALSE,FALSE
SOGA1,TRUE,FALSE,FALSE
SOGA3,TRUE,FALSE,FALSE
SOHLH2,TRUE,FALSE,FALSE
SORBS2,TRUE,FALSE,FALSE
SORBS3,TRUE,FALSE,FALSE
SORT1,TRUE,FALSE,FALSE
SOS2,TRUE,FALSE,FALSE
SOWAHD,FALSE,FALSE,TRUE
SOX10,TRUE,FALSE,FALSE
SOX4,TRUE,FALSE,FALSE
SOX6,TRUE,FALSE,FALSE
SPA17,TRUE,FALSE,FALSE
SPAG5,TRUE,FALSE,FALSE
SPAG8,TRUE,FALSE,FALSE
SPATA2L,TRUE,FALSE,FALSE
SPATA32,TRUE,FALSE,FALSE
SPATA45,TRUE,FALSE,FALSE
SPATC1L,TRUE,FALSE,FALSE
SPC25,TRUE,FALSE,FALSE
SPDYE17,TRUE,FALSE,FALSE
SPDYE3,TRUE,FALSE,FALSE
SPDYE9P,TRUE,FALSE,FALSE
SPECC1L,TRUE,FALSE,FALSE
SPHK1,TRUE,FALSE,FALSE
SPIN4,TRUE,FALSE,FALSE
SPINK1,TRUE,FALSE,FALSE
SPINT1,TRUE,FALSE,FALSE
SPN,TRUE,FALSE,FALSE
SPNS1,TRUE,FALSE,FALSE
SPOCK2,TRUE,FALSE,FALSE
SPON1,TRUE,FALSE,FALSE
SPON2,TRUE,FALSE,FALSE
SPPL3,TRUE,FALSE,FALSE
SPR,TRUE,FALSE,FALSE
SPRED2,TRUE,FALSE,FALSE
SPRN,TRUE,FALSE,FALSE
SPRR1B,TRUE,FALSE,FALSE
SPRR2A,TRUE,FALSE,FALSE
SPRR4,TRUE,FALSE,FALSE
SPRY3,TRUE,FALSE,FALSE
SPTA1,TRUE,FALSE,FALSE
SPTBN1,TRUE,FALSE,FALSE
SPTBN5,TRUE,FALSE,FALSE
SPTLC2,TRUE,FALSE,FALSE
SPTSSA,TRUE,FALSE,FALSE
SQOR,TRUE,FALSE,FALSE
SRF,TRUE,FALSE,FALSE
SRGN,TRUE,FALSE,FALSE
SRI,TRUE,FALSE,FALSE
SRP14,TRUE,FALSE,FALSE
SRP54,TRUE,FALSE,FALSE
SRPK1,TRUE,FALSE,FALSE
SRSF9,TRUE,FALSE,FALSE
SSBP4,TRUE,FALSE,FALSE
SSC4D,TRUE,FALSE,FALSE
SSR2,TRUE,FALSE,FALSE
SSTR3,TRUE,FALSE,FALSE
SSX1,TRUE,FALSE,FALSE
SSX2IP,TRUE,FALSE,FALSE
ST18,TRUE,FALSE,FALSE
ST3GAL5,TRUE,FALSE,FALSE
ST6GALNAC3,TRUE,FALSE,FALSE
ST7L,TRUE,FALSE,FALSE
STAM,TRUE,FALSE,FALSE
STARD3NL,TRUE,FALSE,FALSE
STAT2,TRUE,FALSE,FALSE
STAU1,TRUE,FALSE,FALSE
STAU2,TRUE,FALSE,FALSE
STBD1,TRUE,FALSE,FALSE
STEAP3,TRUE,FALSE,FALSE
STIL,TRUE,FALSE,FALSE
STIMATE,TRUE,FALSE,FALSE
STK16,TRUE,FALSE,FALSE
STK17A,TRUE,FALSE,FALSE
STK17B,TRUE,FALSE,FALSE
STK26,TRUE,FALSE,FALSE
STK32C,TRUE,FALSE,FALSE
STK33,TRUE,FALSE,FALSE
STMN1,TRUE,FALSE,FALSE
STMND1,TRUE,FALSE,FALSE
STMP1,TRUE,FALSE,FALSE
STOM,TRUE,FALSE,FALSE
STON1,TRUE,FALSE,FALSE
STRAP,TRUE,FALSE,FALSE
STRN,TRUE,FALSE,FALSE
STRN3,TRUE,FALSE,FALSE
STUB1,TRUE,FALSE,FALSE
STX12,TRUE,FALSE,FALSE
STX7,TRUE,FALSE,FALSE
STXBP5,TRUE,FALSE,FALSE
SUB1,TRUE,FALSE,FALSE
SUCLG1,TRUE,FALSE,FALSE
SUCNR1,TRUE,FALSE,FALSE
SUCO,TRUE,FALSE,FALSE
SULT1A2,TRUE,FALSE,FALSE
SULT1C4,TRUE,FALSE,FALSE
SULT2A1,TRUE,FALSE,FALSE
SULT2B1,TRUE,FALSE,FALSE
SUMF2,TRUE,FALSE,FALSE
SUMO1,TRUE,FALSE,FALSE
SUMO2,TRUE,FALSE,FALSE
SUMO3,TRUE,FALSE,FALSE
SUN1,TRUE,FALSE,FALSE
SURF4,TRUE,FALSE,FALSE
SURF6,TRUE,FALSE,FALSE
SUSD3,TRUE,FALSE,FALSE
SUSD4,TRUE,FALSE,FALSE
SUSD5,TRUE,FALSE,FALSE
SUZ12,TRUE,FALSE,FALSE
SV2A,TRUE,FALSE,FALSE
SVIP,TRUE,FALSE,FALSE
SWT1,TRUE,FALSE,FALSE
SYAP1,TRUE,FALSE,FALSE
SYCE1L,TRUE,FALSE,FALSE
SYCP2,TRUE,FALSE,FALSE
SYCP2L,TRUE,FALSE,FALSE
SYF2,TRUE,FALSE,FALSE
SYK,TRUE,FALSE,FALSE
SYNE1,TRUE,FALSE,FALSE
SYNE2,TRUE,FALSE,FALSE
SYNGR2,TRUE,FALSE,FALSE
SYNJ1,TRUE,FALSE,FALSE
SYNJ2BP,TRUE,FALSE,FALSE
SYS1,TRUE,FALSE,FALSE
SYT10,TRUE,FALSE,FALSE
SYT15,TRUE,FALSE,FALSE
SYT2,TRUE,FALSE,FALSE
TAAR1,TRUE,FALSE,FALSE
TAB1,TRUE,FALSE,FALSE
TAB3,TRUE,FALSE,FALSE
TAF10,TRUE,FALSE,FALSE
TAF11L10,TRUE,FALSE,FALSE
TAF11L11,TRUE,FALSE,FALSE
TAF11L12,TRUE,FALSE,FALSE
TAF11L2,TRUE,FALSE,FALSE
TAF11L5,TRUE,FALSE,FALSE
TAF13,TRUE,FALSE,FALSE
TAF1D,TRUE,FALSE,FALSE
TAF6L,TRUE,FALSE,FALSE
TAF7,TRUE,FALSE,FALSE
TAF8,TRUE,FALSE,FALSE
TAF9,TRUE,FALSE,FALSE
TAFA1,TRUE,FALSE,FALSE
TAGLN,TRUE,FALSE,FALSE
TANC2,TRUE,FALSE,FALSE
TANGO6,TRUE,FALSE,FALSE
TAOK1,TRUE,FALSE,FALSE
TAP2,TRUE,FALSE,FALSE
TAPBPL,TRUE,FALSE,FALSE
TAS2R3,TRUE,FALSE,FALSE
TAS2R4,TRUE,FALSE,FALSE
TAS2R60,TRUE,FALSE,FALSE
TAX1BP1,TRUE,FALSE,FALSE
TBC1D15,TRUE,FALSE,FALSE
TBC1D23,TRUE,FALSE,FALSE
TBC1D3B,TRUE,FALSE,FALSE
TBC1D3I,TRUE,FALSE,FALSE
TBC1D7,TRUE,FALSE,FALSE
TBCA,TRUE,FALSE,FALSE
TBCE,TRUE,FALSE,FALSE
TBL1XR1,TRUE,FALSE,FALSE
TBX1,TRUE,FALSE,FALSE
TBX21,TRUE,FALSE,FALSE
TBX4,TRUE,FALSE,FALSE
TC2N,TRUE,FALSE,FALSE
TCAF1,TRUE,FALSE,FALSE
TCAIM,TRUE,FALSE,FALSE
TCEA1,TRUE,FALSE,FALSE
TCEA3,TRUE,FALSE,FALSE
TCEAL4,TRUE,FALSE,FALSE
TCF7,TRUE,FALSE,FALSE
TCN1,TRUE,TRUE,TRUE
TCOF1,TRUE,FALSE,FALSE
TCP1,TRUE,FALSE,FALSE
TCP11L2,TRUE,FALSE,FALSE
TCTEX1D1,TRUE,FALSE,FALSE
TDRD9,TRUE,FALSE,FALSE
TEAD3,TRUE,FALSE,FALSE
TEDDM1,TRUE,FALSE,FALSE
TEKT1,TRUE,FALSE,FALSE
TEKT2,TRUE,FALSE,FALSE
TENT2,TRUE,FALSE,FALSE
TERF2IP,TRUE,FALSE,FALSE
TES,TRUE,FALSE,FALSE
TESPA1,TRUE,FALSE,FALSE
TEX2,TRUE,FALSE,FALSE
TEX264,TRUE,FALSE,FALSE
TEX52,TRUE,FALSE,FALSE
TFAP4,TRUE,FALSE,FALSE
TFDP1,TRUE,FALSE,FALSE
TFDP2,TRUE,FALSE,FALSE
TFG,TRUE,FALSE,FALSE
TFRC,TRUE,FALSE,FALSE
TGFB2,TRUE,FALSE,FALSE
TGFBI,TRUE,FALSE,FALSE
TGFBR1,TRUE,FALSE,FALSE
TGFBR3,TRUE,FALSE,FALSE
TGIF2,TRUE,FALSE,FALSE
TGIF2-RAB5IF,TRUE,FALSE,FALSE
THAP5,TRUE,FALSE,FALSE
THAP7,TRUE,FALSE,FALSE
THBS1,TRUE,FALSE,FALSE
THBS4,TRUE,FALSE,FALSE
THEM4,TRUE,FALSE,FALSE
THEM6,TRUE,FALSE,FALSE
THG1L,TRUE,FALSE,FALSE
THNSL1,TRUE,FALSE,FALSE
THNSL2,TRUE,FALSE,FALSE
THOC7,TRUE,FALSE,FALSE
THOP1,TRUE,FALSE,FALSE
THRA,TRUE,FALSE,FALSE
THYN1,TRUE,FALSE,FALSE
TIAF1,TRUE,FALSE,FALSE
TIAM1,TRUE,FALSE,FALSE
TIAM2,TRUE,FALSE,FALSE
TIGD3,TRUE,FALSE,FALSE
TIMP1,TRUE,FALSE,FALSE
TIMP4,TRUE,FALSE,FALSE
TIPARP,TRUE,FALSE,FALSE
TK1,TRUE,FALSE,FALSE
TLCD1,TRUE,FALSE,FALSE
TLCD3A,TRUE,FALSE,FALSE
TLCD4,TRUE,FALSE,FALSE
TLCD4-RWDD3,TRUE,FALSE,FALSE
TLDC2,TRUE,FALSE,FALSE
TLE1,TRUE,FALSE,FALSE
TLE2,TRUE,FALSE,FALSE
TLK1,TRUE,FALSE,FALSE
TLR7,TRUE,FALSE,FALSE
TLR9,TRUE,FALSE,FALSE
TM2D1,TRUE,FALSE,FALSE
TM9SF2,TRUE,FALSE,FALSE
TMCC2,TRUE,FALSE,FALSE
TMCO1,TRUE,FALSE,FALSE
TMCO3,TRUE,FALSE,FALSE
TMCO4,TRUE,FALSE,FALSE
TMED2,TRUE,FALSE,FALSE
TMED5,TRUE,FALSE,FALSE
TMED7,TRUE,FALSE,FALSE
TMED8,TRUE,FALSE,FALSE
TMEM106A,TRUE,FALSE,FALSE
TMEM11,TRUE,FALSE,FALSE
TMEM120A,TRUE,FALSE,FALSE
TMEM121,TRUE,FALSE,FALSE
TMEM131,TRUE,FALSE,FALSE
TMEM132D,TRUE,FALSE,FALSE
TMEM134,TRUE,FALSE,FALSE
TMEM150A,TRUE,FALSE,FALSE
TMEM150B,TRUE,FALSE,FALSE
TMEM156,TRUE,FALSE,FALSE
TMEM167A,TRUE,FALSE,FALSE
TMEM167B,TRUE,FALSE,FALSE
TMEM170B,TRUE,FALSE,FALSE
TMEM177,TRUE,FALSE,FALSE
TMEM183A,TRUE,FALSE,FALSE
TMEM190,TRUE,FALSE,FALSE
TMEM191C,TRUE,FALSE,FALSE
TMEM200A,TRUE,FALSE,FALSE
TMEM201,TRUE,FALSE,FALSE
TMEM204,TRUE,FALSE,FALSE
TMEM213,TRUE,FALSE,FALSE
TMEM218,TRUE,FALSE,FALSE
TMEM221,TRUE,FALSE,FALSE
TMEM229B,TRUE,FALSE,FALSE
TMEM232,TRUE,FALSE,FALSE
TMEM237,TRUE,FALSE,FALSE
TMEM238,TRUE,FALSE,FALSE
TMEM25,TRUE,FALSE,FALSE
TMEM255B,TRUE,FALSE,FALSE
TMEM268,TRUE,FALSE,FALSE
TMEM30A,TRUE,FALSE,FALSE
TMEM30B,TRUE,FALSE,FALSE
TMEM41B,TRUE,FALSE,FALSE
TMEM50A,TRUE,FALSE,FALSE
TMEM59,TRUE,FALSE,FALSE
TMEM64,TRUE,FALSE,FALSE
TMEM69,TRUE,FALSE,FALSE
TMEM70,TRUE,FALSE,FALSE
TMEM72,TRUE,FALSE,FALSE
TMEM74B,TRUE,FALSE,FALSE
TMEM86A,TRUE,FALSE,FALSE
TMEM87A,TRUE,FALSE,FALSE
TMEM87B,TRUE,FALSE,FALSE
TMEM9B,TRUE,FALSE,FALSE
TMIE,TRUE,FALSE,FALSE
TMIGD2,TRUE,FALSE,FALSE
TMOD3,TRUE,FALSE,FALSE
TMSB4X,TRUE,FALSE,FALSE
TMTC1,TRUE,FALSE,FALSE
TMTC4,TRUE,FALSE,FALSE
TNC,TRUE,FALSE,FALSE
TNFAIP2,TRUE,FALSE,FALSE
TNFAIP3,FALSE,FALSE,TRUE
TNFAIP8,TRUE,FALSE,FALSE
TNFAIP8L3,TRUE,FALSE,FALSE
TNFRSF11B,TRUE,FALSE,FALSE
TNFRSF25,TRUE,FALSE,FALSE
TNFRSF9,TRUE,FALSE,FALSE
TNFSF11,TRUE,FALSE,FALSE
TNFSF12,FALSE,FALSE,TRUE
TNFSF14,TRUE,FALSE,FALSE
TNFSF15,TRUE,FALSE,FALSE
TNFSF8,TRUE,FALSE,FALSE
TNNT2,TRUE,FALSE,FALSE
TNNT3,TRUE,FALSE,FALSE
TNPO1,TRUE,FALSE,FALSE
TNPO3,TRUE,FALSE,FALSE
TOB1,TRUE,FALSE,FALSE
TOE1,TRUE,FALSE,FALSE
TOGARAM2,TRUE,FALSE,FALSE
TOLLIP,TRUE,FALSE,FALSE
TONSL,TRUE,FALSE,FALSE
TOP1,TRUE,FALSE,FALSE
TOP2A,TRUE,FALSE,FALSE
TOR1AIP1,TRUE,FALSE,FALSE
TOR1AIP2,TRUE,FALSE,FALSE
TOR4A,TRUE,FALSE,FALSE
TP53,TRUE,FALSE,FALSE
TP53BP1,TRUE,FALSE,FALSE
TP53BP2,TRUE,FALSE,FALSE
TP53I13,TRUE,FALSE,FALSE
TP53RK,TRUE,FALSE,FALSE
TP53TG5,TRUE,FALSE,FALSE
TPCN1,TRUE,FALSE,FALSE
TPH1,TRUE,FALSE,FALSE
TPI1,TRUE,FALSE,FALSE
TPM1,TRUE,FALSE,FALSE
TPM3,TRUE,FALSE,FALSE
TPM4,TRUE,FALSE,FALSE
TPPP,TRUE,FALSE,FALSE
TPRG1L,TRUE,FALSE,FALSE
TPRN,TRUE,FALSE,FALSE
TPSG1,TRUE,FALSE,FALSE
TPT1,TRUE,FALSE,FALSE
TPX2,TRUE,FALSE,FALSE
TRABD,TRUE,FALSE,FALSE
TRABD2A,TRUE,FALSE,FALSE
TRAF3IP2,TRUE,FALSE,FALSE
TRAM1,TRUE,FALSE,FALSE
TRANK1,TRUE,FALSE,FALSE
TRAPPC1,TRUE,FALSE,FALSE
TRAPPC13,TRUE,FALSE,FALSE
TRAPPC5,TRUE,FALSE,FALSE
TRAPPC6B,TRUE,FALSE,FALSE
TRAPPC9,TRUE,FALSE,FALSE
TRDN,TRUE,FALSE,FALSE
TREM2,TRUE,FALSE,FALSE
TRERF1,TRUE,FALSE,FALSE
TREX1,TRUE,FALSE,FALSE
TRIB1,TRUE,TRUE,TRUE
TRIB2,TRUE,FALSE,FALSE
TRIM16,TRUE,FALSE,FALSE
TRIM23,TRUE,FALSE,FALSE
TRIM3,TRUE,FALSE,FALSE
TRIM39,TRUE,FALSE,FALSE
TRIM56,TRUE,FALSE,FALSE
TRIM65,TRUE,FALSE,FALSE
TRIM7,TRUE,FALSE,FALSE
TRIM73,TRUE,FALSE,FALSE
TRIM9,TRUE,FALSE,FALSE
TRIP10,TRUE,FALSE,FALSE
TRIP12,TRUE,FALSE,FALSE
TRIQK,TRUE,FALSE,FALSE
TRIT1,TRUE,FALSE,FALSE
TRMT6,TRUE,FALSE,FALSE
TRMT61A,TRUE,FALSE,FALSE
TROAP,TRUE,FALSE,FALSE
TRPM2,TRUE,FALSE,FALSE
TRPM6,TRUE,FALSE,FALSE
TRPS1,TRUE,FALSE,FALSE
TRPV1,TRUE,FALSE,FALSE
TRPV5,TRUE,FALSE,FALSE
TRUB2,TRUE,FALSE,FALSE
TSEN54,TRUE,FALSE,FALSE
TSG101,TRUE,FALSE,FALSE
TSHZ2,TRUE,FALSE,FALSE
TSNARE1,TRUE,FALSE,FALSE
TSNAX,TRUE,FALSE,FALSE
TSPAN18,TRUE,FALSE,FALSE
TSPAN2,TRUE,FALSE,FALSE
TSPAN32,FALSE,FALSE,TRUE
TSPAN4,TRUE,FALSE,FALSE
TSPEAR,TRUE,FALSE,FALSE
TSPO,TRUE,FALSE,FALSE
TSPYL4,TRUE,FALSE,FALSE
TSR1,TRUE,FALSE,FALSE
TSR2,TRUE,FALSE,FALSE
TSSK3,TRUE,FALSE,FALSE
TSSK6,TRUE,FALSE,FALSE
TSTA3,TRUE,FALSE,FALSE
TTC12,TRUE,FALSE,FALSE
TTC16,TRUE,FALSE,FALSE
TTC21A,FALSE,FALSE,TRUE
TTC22,TRUE,FALSE,FALSE
TTC24,TRUE,FALSE,FALSE
TTC33,TRUE,FALSE,FALSE
TTC39B,TRUE,FALSE,FALSE
TTC39C,TRUE,FALSE,FALSE
TTK,TRUE,FALSE,FALSE
TTLL8,TRUE,FALSE,FALSE
TTLL9,TRUE,FALSE,FALSE
TTPAL,TRUE,FALSE,FALSE
TTYH2,TRUE,FALSE,FALSE
TUBA1B,TRUE,FALSE,FALSE
TUBA1C,TRUE,FALSE,FALSE
TUBA4A,TRUE,FALSE,FALSE
TUBB,TRUE,FALSE,FALSE
TUBB4A,TRUE,FALSE,FALSE
TUBB4B,TRUE,FALSE,FALSE
TUNAR,TRUE,FALSE,FALSE
TVP23C,TRUE,FALSE,FALSE
TWF1,TRUE,FALSE,FALSE
TWNK,TRUE,FALSE,FALSE
TWSG1,TRUE,FALSE,FALSE
TXLNB,TRUE,FALSE,FALSE
TXN,TRUE,FALSE,FALSE
TXNDC11,TRUE,FALSE,FALSE
TXNDC8,TRUE,FALSE,FALSE
TXNDC9,TRUE,FALSE,FALSE
TXNL1,TRUE,FALSE,FALSE
TYRO3,TRUE,FALSE,FALSE
TYSND1,TRUE,FALSE,FALSE
TYW5,TRUE,FALSE,FALSE
UBA52,TRUE,FALSE,FALSE
UBA6,TRUE,FALSE,FALSE
UBAP1,TRUE,FALSE,FALSE
UBAP1L,TRUE,FALSE,FALSE
UBAP2,TRUE,FALSE,FALSE
UBASH3A,TRUE,FALSE,FALSE
UBE2B,TRUE,FALSE,FALSE
UBE2D2,TRUE,FALSE,FALSE
UBE2D3,TRUE,FALSE,FALSE
UBE2F,TRUE,FALSE,FALSE
UBE2G1,TRUE,FALSE,FALSE
UBE2H,TRUE,FALSE,FALSE
UBE2K,TRUE,FALSE,FALSE
UBE2L3,TRUE,FALSE,FALSE
UBE2M,TRUE,FALSE,FALSE
UBE2N,TRUE,FALSE,FALSE
UBE2U,TRUE,FALSE,FALSE
UBE2W,TRUE,FALSE,FALSE
UBFD1,TRUE,FALSE,FALSE
UBIAD1,TRUE,FALSE,FALSE
UBL3,TRUE,FALSE,FALSE
UBL5,TRUE,FALSE,FALSE
UBLCP1,TRUE,FALSE,FALSE
UBQLN1,TRUE,FALSE,FALSE
UBQLNL,TRUE,FALSE,FALSE
UBR5,TRUE,FALSE,FALSE
UBTF,TRUE,FALSE,FALSE
UBXN2B,TRUE,FALSE,FALSE
UCP1,TRUE,FALSE,FALSE
UFSP1,TRUE,FALSE,FALSE
UGCG,TRUE,FALSE,FALSE
UGP2,TRUE,FALSE,FALSE
UGT2B10,TRUE,FALSE,FALSE
UGT2B11,TRUE,FALSE,FALSE
UGT2B7,TRUE,FALSE,FALSE
UHMK1,TRUE,FALSE,FALSE
ULK4,TRUE,FALSE,FALSE
UMOD,TRUE,FALSE,FALSE
UNC45B,TRUE,FALSE,FALSE
UNC5CL,TRUE,FALSE,FALSE
UPP1,TRUE,FALSE,FALSE
UPP2,TRUE,FALSE,FALSE
UQCR11,TRUE,FALSE,FALSE
UQCRFS1,TRUE,FALSE,FALSE
UQCRH,TRUE,FALSE,FALSE
URGCP,TRUE,FALSE,FALSE
UROD,TRUE,FALSE,FALSE
USB1,TRUE,FALSE,FALSE
USP1,TRUE,FALSE,FALSE
USP14,TRUE,FALSE,FALSE
USP17L7,TRUE,FALSE,FALSE
USP27X,TRUE,FALSE,FALSE
USP32,TRUE,FALSE,FALSE
USP38,TRUE,FALSE,FALSE
USP44,TRUE,FALSE,FALSE
USP6NL,TRUE,FALSE,FALSE
USP7,TRUE,FALSE,FALSE
USP9X,TRUE,FALSE,FALSE
UTP25,TRUE,FALSE,FALSE
UXT,TRUE,FALSE,FALSE
VAC14,TRUE,FALSE,FALSE
VAMP3,TRUE,FALSE,FALSE
VAMP4,TRUE,FALSE,FALSE
VAMP7,TRUE,FALSE,FALSE
VAPA,TRUE,FALSE,FALSE
VASH1,TRUE,FALSE,FALSE
VBP1,TRUE,FALSE,FALSE
VDAC2,TRUE,FALSE,FALSE
VIM,TRUE,FALSE,FALSE
VIPR1,TRUE,FALSE,FALSE
VIRMA,TRUE,FALSE,FALSE
VMAC,TRUE,FALSE,FALSE
VNN1,TRUE,FALSE,FALSE
VPS13A,TRUE,FALSE,FALSE
VPS25,TRUE,FALSE,FALSE
VPS26A,TRUE,FALSE,FALSE
VPS29,TRUE,FALSE,FALSE
VPS35,TRUE,FALSE,FALSE
VPS37A,TRUE,FALSE,FALSE
VPS54,TRUE,FALSE,FALSE
VPS72,TRUE,FALSE,FALSE
VPS9D1,FALSE,FALSE,TRUE
VRK1,TRUE,FALSE,FALSE
VSIG1,TRUE,FALSE,FALSE
VSIG8,TRUE,FALSE,FALSE
VSTM1,TRUE,FALSE,FALSE
VTA1,TRUE,FALSE,FALSE
VTI1B,TRUE,FALSE,FALSE
VWA5A,TRUE,FALSE,FALSE
VWA8,TRUE,FALSE,FALSE
WAPL,TRUE,FALSE,FALSE
WBP1L,TRUE,FALSE,FALSE
WBP4,TRUE,FALSE,FALSE
WDHD1,TRUE,FALSE,FALSE
WDR17,TRUE,FALSE,FALSE
WDR18,TRUE,FALSE,FALSE
WDR37,TRUE,FALSE,FALSE
WDR4,TRUE,FALSE,FALSE
WDR44,TRUE,FALSE,FALSE
WDR54,TRUE,FALSE,FALSE
WDR83OS,TRUE,FALSE,FALSE
WDR86,TRUE,FALSE,FALSE
WFDC3,TRUE,FALSE,FALSE
WFDC5,TRUE,FALSE,FALSE
WFDC6,TRUE,FALSE,FALSE
WFDC8,TRUE,FALSE,FALSE
WFDC9,TRUE,FALSE,FALSE
WFS1,TRUE,FALSE,FALSE
WHAMM,TRUE,FALSE,FALSE
WIPI1,TRUE,FALSE,FALSE
